"No.","Time","Source","Destination","Protocol","Length","Info"
"25","1.240768224","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::2003","TCP","86","60512  >  80 [ACK] Seq=437 Ack=702 Win=484 Len=0 TSval=2448361280 TSecr=1832203624"
"26","1.245955925","192.168.1.196","142.250.75.98","TLSv1.2","165","Application Data"
"27","1.246586736","192.168.1.196","142.250.75.98","TLSv1.2","104","Application Data"
"28","1.249079881","142.250.75.98","192.168.1.196","TLSv1.2","104","Application Data"
"29","1.249101854","192.168.1.196","142.250.75.98","TCP","66","41446  >  443 [ACK] Seq=436 Ack=4443 Win=75008 Len=0 TSval=1266356219 TSecr=1607269885"
"30","1.254281021","142.250.75.98","192.168.1.196","TCP","66","443  >  41446 [ACK] Seq=4443 Ack=436 Win=268800 Len=0 TSval=1607269891 TSecr=1266356216"
"31","1.293268188","192.168.1.196","142.250.75.98","TLSv1.2","1574","Application Data"
"32","1.295899702","142.250.75.98","192.168.1.196","TCP","66","443  >  41446 [ACK] Seq=4443 Ack=1836 Win=267520 Len=0 TSval=1607269933 TSecr=1266356263"
"33","1.295900087","142.250.75.98","192.168.1.196","TCP","66","443  >  41446 [ACK] Seq=4443 Ack=1944 Win=267520 Len=0 TSval=1607269933 TSecr=1266356263"
"34","1.304905148","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","652","Application Data"
"35","1.305144349","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","400","Application Data"
"36","1.308175269","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","1474","57696  >  443 [ACK] Seq=881 Ack=1 Win=2735 Len=1388 TSval=2184172329 TSecr=2975132516 [TCP PDU reassembled in 39]"
"37","1.308181739","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","1474","57696  >  443 [ACK] Seq=2269 Ack=1 Win=2735 Len=1388 TSval=2184172329 TSecr=2975132516 [TCP PDU reassembled in 39]"
"38","1.308182069","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","1474","57696  >  443 [ACK] Seq=3657 Ack=1 Win=2735 Len=1388 TSval=2184172329 TSecr=2975132516 [TCP PDU reassembled in 39]"
"39","1.308182368","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","305","Application Data"
"40","1.316781941","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=567 Win=1050 Len=0 TSval=2975148743 TSecr=2184172326"
"41","1.316782244","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=881 Win=1050 Len=0 TSval=2975148743 TSecr=2184172326"
"42","1.316782272","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=2269 Win=1050 Len=0 TSval=2975148746 TSecr=2184172329"
"43","1.316782291","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=5045 Win=1050 Len=0 TSval=2975148746 TSecr=2184172329"
"44","1.316782310","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=5264 Win=1050 Len=0 TSval=2975148747 TSecr=2184172329"
"45","1.330986983","192.168.1.196","142.250.75.98","TLSv1.2","108","Application Data"
"46","1.334279581","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","128","Application Data"
"47","1.338167059","142.250.75.98","192.168.1.196","TCP","66","443  >  41446 [ACK] Seq=4443 Ack=1986 Win=267520 Len=0 TSval=1607269970 TSecr=1266356301"
"48","1.338167223","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=5306 Win=1050 Len=0 TSval=2975148772 TSecr=2184172355"
"49","1.353016080","192.168.1.196","142.250.75.98","TLSv1.2","1284","Application Data"
"50","1.359625157","142.250.75.98","192.168.1.196","TCP","66","443  >  41446 [ACK] Seq=4443 Ack=3204 Win=266496 Len=0 TSval=1607269992 TSecr=1266356323"
"51","1.368359060","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","311","Application Data"
"52","1.368580268","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","400","Application Data"
"53","1.368704643","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","1474","57696  >  443 [ACK] Seq=5845 Ack=1 Win=2735 Len=1388 TSval=2184172389 TSecr=2975148772 [TCP PDU reassembled in 54]"
"54","1.368705587","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","741","Application Data"
"55","1.370570243","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=5531 Win=1050 Len=0 TSval=2975148806 TSecr=2184172389"
"56","1.370570571","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=5845 Win=1050 Len=0 TSval=2975148807 TSecr=2184172389"
"57","1.370844722","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=7233 Win=1050 Len=0 TSval=2975148807 TSecr=2184172389"
"58","1.370844829","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=1 Ack=7888 Win=1050 Len=0 TSval=2975148807 TSecr=2184172389"
"59","1.413295766","142.250.75.98","192.168.1.196","TLSv1.2","1466","Application Data"
"60","1.413296040","142.250.75.98","192.168.1.196","TLSv1.2","310","Application Data"
"61","1.413331910","192.168.1.196","142.250.75.98","TCP","66","41446  >  443 [ACK] Seq=3204 Ack=5843 Win=77824 Len=0 TSval=1266356383 TSecr=1607270050"
"62","1.413548249","192.168.1.196","142.250.75.98","TCP","66","41446  >  443 [ACK] Seq=3204 Ack=6087 Win=80640 Len=0 TSval=1266356383 TSecr=1607270050"
"63","1.414597832","142.250.75.98","192.168.1.196","TLSv1.2","104","Application Data"
"64","1.414598064","142.250.75.98","192.168.1.196","TLSv1.2","112","Application Data"
"65","1.414633484","192.168.1.196","142.250.75.98","TCP","66","41446  >  443 [ACK] Seq=3204 Ack=6125 Win=80640 Len=0 TSval=1266356384 TSecr=1607270052"
"66","1.414697298","192.168.1.196","142.250.75.98","TCP","66","41446  >  443 [ACK] Seq=3204 Ack=6171 Win=80640 Len=0 TSval=1266356384 TSecr=1607270052"
"67","1.416677781","192.168.1.196","142.250.75.98","TLSv1.2","112","Application Data"
"68","1.419402469","142.250.75.98","192.168.1.196","TCP","66","443  >  41446 [ACK] Seq=6171 Ack=3250 Win=266496 Len=0 TSval=1607270056 TSecr=1266356386"
"69","1.428225756","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","163","Application Data"
"70","1.428225992","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","155","Application Data"
"71","1.428226017","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","124","Application Data"
"72","1.429965267","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=7888 Ack=185 Win=2735 Len=0 TSval=2184172451 TSecr=2975148864"
"73","1.430982922","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","132","Application Data"
"74","1.431065453","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","132","Application Data"
"75","1.432794769","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","1443","Application Data"
"76","1.437583334","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=231 Ack=7934 Win=1050 Len=0 TSval=2975148869 TSecr=2184172452"
"77","1.437583561","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=231 Ack=9291 Win=1050 Len=0 TSval=2975148871 TSecr=2184172454"
"78","1.494519642","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"79","1.494520081","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"80","1.494629617","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=9291 Ack=2647 Win=2721 Len=0 TSval=2184172515 TSecr=2975148930"
"81","1.495482661","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","299","Application Data"
"82","1.495482895","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","124","Application Data"
"83","1.495482922","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","132","Application Data"
"84","1.496845415","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=9291 Ack=2944 Win=2735 Len=0 TSval=2184172518 TSecr=2975148930"
"85","1.497078276","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","132","Application Data"
"86","1.498984935","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=2944 Ack=9337 Win=1050 Len=0 TSval=2975148935 TSecr=2184172518"
"87","1.518645641","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","1474","57696  >  443 [ACK] Seq=9337 Ack=2944 Win=2735 Len=1388 TSval=2184172539 TSecr=2975148935 [TCP PDU reassembled in 88]"
"88","1.518651775","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","998","Application Data"
"89","1.521451997","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=2944 Ack=10725 Win=1050 Len=0 TSval=2975148957 TSecr=2184172539"
"90","1.521452352","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=2944 Ack=11637 Win=1050 Len=0 TSval=2975148957 TSecr=2184172539"
"91","1.597345990","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","474","Application Data"
"92","1.597346301","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"93","1.597346327","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"94","1.597452843","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=11637 Ack=5748 Win=2714 Len=0 TSval=2184172618 TSecr=2975149033"
"95","1.598523193","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1122","Application Data"
"96","1.621564111","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"97","1.621564525","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"98","1.621564558","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"99","1.621564575","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"100","1.621564592","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"101","1.621564609","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"102","1.621564626","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"103","1.621564642","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","353","Application Data"
"104","1.621589549","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=11637 Ack=7992 Win=2730 Len=0 TSval=2184172642 TSecr=2975149033"
"105","1.621703103","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"106","1.621703207","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"107","1.621703224","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","4332","Application Data, Application Data, Application Data, Application Data"
"108","1.621703242","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"109","1.621703268","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"110","1.621717359","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"111","1.621717379","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"112","1.621717396","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"113","1.621717413","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","866","Application Data"
"114","1.621717436","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","917","Application Data"
"115","1.621717461","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","411","Application Data"
"116","1.621717478","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","201","Application Data"
"117","1.621717496","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","329","Application Data"
"118","1.621890505","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=11637 Ack=30503 Win=2555 Len=0 TSval=2184172643 TSecr=2975149055"
"119","1.626218943","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","137","Application Data"
"120","1.626219385","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","213","Application Data"
"121","1.626219402","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1237","Application Data"
"122","1.626219418","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"123","1.626219435","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"124","1.626219451","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"125","1.626219468","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1181","Application Data"
"126","1.626219484","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"127","1.626258061","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=11637 Ack=31832 Win=2725 Len=0 TSval=2184172647 TSecr=2975149057"
"128","1.626379244","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"129","1.626379292","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1146","Application Data"
"130","1.627076934","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=11637 Ack=40027 Win=2662 Len=0 TSval=2184172648 TSecr=2975149058"
"131","1.632451014","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","761","Application Data"
"132","1.649361058","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=40027 Ack=12312 Win=1050 Len=0 TSval=2975149070 TSecr=2184172653"
"133","1.656364594","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TLSv1.2","128","Application Data"
"134","1.663943430","192.168.1.196","192.168.1.1","DNS","91","Standard query 0x0243 HTTPS fonts.googleapis.com OPT"
"135","1.664251031","192.168.1.196","192.168.1.1","DNS","82","Standard query 0x327d HTTPS i.ytimg.com OPT"
"136","1.664763883","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"137","1.664764093","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1120","Application Data"
"138","1.664764125","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"139","1.664764143","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"140","1.664764160","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"141","1.664764176","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1228","Application Data"
"142","1.664764193","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"143","1.664764210","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"144","1.664792056","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"145","1.664792077","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"146","1.664792096","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"147","1.664792115","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"148","1.664792135","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","763","Application Data"
"149","1.664792153","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"150","1.664792173","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"151","1.664792192","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"152","1.664809808","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"153","1.664809828","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"154","1.664809845","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","133","Application Data"
"155","1.664809862","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"156","1.664809878","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"157","1.664809895","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"158","1.664809912","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"159","1.664809929","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","784","Application Data"
"160","1.664824740","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TCP","86","443  >  57696 [ACK] Seq=66577 Ack=12354 Win=1050 Len=0 TSval=2975149099 TSecr=2184172677"
"161","1.664851308","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=12354 Ack=66577 Win=2528 Len=0 TSval=2184172686 TSecr=2975149086"
"162","1.668381455","192.168.1.196","192.168.1.1","DNS","88","Standard query 0x5ec4 A fonts.gstatic.com OPT"
"163","1.679251133","192.168.1.1","192.168.1.196","DNS","151","Standard query response 0x0243 HTTPS fonts.googleapis.com SOA ns1.google.com OPT"
"164","1.679251613","192.168.1.1","192.168.1.196","DNS","142","Standard query response 0x327d HTTPS i.ytimg.com SOA ns1.google.com OPT"
"165","1.679251656","192.168.1.1","192.168.1.196","DNS","104","Standard query response 0x5ec4 A fonts.gstatic.com A 142.250.75.35 OPT"
"166","1.679251681","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"167","1.679251708","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"168","1.679251734","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"169","1.679251760","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
"170","1.679251786","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1217","Application Data"
"171","1.679308728","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","2a00:1450:4028:804::200e","TCP","86","57696  >  443 [ACK] Seq=12354 Ack=68993 Win=2721 Len=0 TSval=2184172700 TSecr=2975149111"
"172","1.679462426","2a00:1450:4028:804::200e","2a0d:6fc2:4940:600:20c:29ff:fee3:884c","TLSv1.2","1294","Application Data"
